Churn,customer_SeniorCitizen,customer_tenure,account_Charges_Monthly,account_Charges_Total,check_total,diff_total,account_Charges_day,churn_bin,customer_gender_Male,customer_Partner_Yes,customer_Dependents_Yes,phone_PhoneService_Yes,phone_MultipleLines_No phone service,phone_MultipleLines_Yes,internet_InternetService_Fiber optic,internet_InternetService_No,internet_OnlineSecurity_No internet service,internet_OnlineSecurity_Yes,internet_OnlineBackup_No internet service,internet_OnlineBackup_Yes,internet_DeviceProtection_No internet service,internet_DeviceProtection_Yes,internet_TechSupport_No internet service,internet_TechSupport_Yes,internet_StreamingTV_No internet service,internet_StreamingTV_Yes,internet_StreamingMovies_No internet service,internet_StreamingMovies_Yes,account_Contract_One year,account_Contract_Two year,account_PaperlessBilling_Yes,account_PaymentMethod_Credit Card Automatic,account_PaymentMethod_Electronic Check,account_PaymentMethod_Mailed Check
No,0,0.3194444444444444,0.6517412935323383,0.21130279252250175,0.2252923976608187,0.3958473323478019,0.6517412935323382,0.0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
No,0,0.041666666666666664,0.015920398009950265,0.004431110085391184,0.0069649122807017546,0.4952291358688339,0.015920398009950265,0.0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1
Yes,0,0.05555555555555555,0.020895522388059695,0.006640895453496423,0.009520467836257311,0.49160059131837025,0.020895522388059695,1.0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1
Yes,0,0.013888888888888888,0.12189054726368159,0.001350103854142626,0.0035672514619883044,0.4983873135331263,0.12189054726368156,1.0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,0,0.7638888888888888,0.8502487562189055,0.6505827371336257,0.6670760233918129,0.43555973659454283,0.8502487562189053,0.0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0
No,0,0.75,0.021393034825870627,0.12367874451880914,0.1288421052631579,0.4836043542534596,0.021393034825870627,0.0,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0
No,0,0.3611111111111111,0.013432835820895522,0.05227902146318948,0.05960233918128655,0.4476548850960883,0.01343283582089555,0.0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
No,0,0.9583333333333333,0.014427860696517386,0.15902377105931229,0.1589824561403509,0.5489181561618054,0.014427860696517414,0.0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0
No,0,0.5138888888888888,0.7258706467661692,0.3725767366720517,0.3946666666666667,0.3279129149307881,0.7258706467661691,0.0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0
No,0,0.6805555555555555,0.021890547263681587,0.10178859912300947,0.11719883040935672,0.3624512834296457,0.021890547263681587,0.0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
No,0,0.9166666666666666,0.9706467661691541,0.9143030233094853,0.8938947368421053,0.900685391748419,0.9706467661691541,0.0,1,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0
No,0,0.9305555555555555,0.02288557213930348,0.15285021924763445,0.16103508771929825,0.45343367826904885,0.022885572139303506,0.0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
No,0,0.2777777777777778,0.2104477611940298,0.09307639049157627,0.09216374269005849,0.5486493750839931,0.21044776119402983,0.0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0
No,0,0.5972222222222222,0.0681592039800995,0.12131894761135474,0.12623391812865498,0.4860905792232219,0.0681592039800995,0.0,0,0,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0
No,0,0.7638888888888888,0.7119402985074627,0.5701361643203324,0.5776608187134503,0.5260717645477754,0.7119402985074625,0.0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
No,0,0.8194444444444444,0.7611940298507462,0.6437629817678282,0.6538304093567252,0.5083322134121744,0.7611940298507461,0.0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
No,0,0.16666666666666666,0.020398009950248763,0.02373644126471267,0.02849122807017544,0.47271872060206865,0.020398009950248763,0.0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0
No,0,0.375,0.572139303482587,0.22042464804985,0.23921052631578948,0.3421583120548305,0.572139303482587,0.0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Yes,1,0.027777777777777776,0.30845771144278605,0.008342949457650586,0.011520467836257311,0.4884424136540778,0.308457711442786,1.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
No,0,0.375,0.5965174129353233,0.23772790214631895,0.24694736842105267,0.45477758365810916,0.5965174129353233,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,1
No,0,0.3472222222222222,0.07213930348258707,0.0705977382875606,0.07456140350877194,0.48911436634860816,0.07213930348258704,0.0,1,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0
No,0,0.3472222222222222,0.4313432835820895,0.18372951765520426,0.18011695906432748,0.5938045961564296,0.4313432835820893,0.0,1,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
No,0,0.40277777777777773,0.26616915422885573,0.14120124624971153,0.15263157894736842,0.4143260314473852,0.2661691542288557,0.0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1
No,0,1.0,0.6656716417910448,0.7266789753057927,0.7170526315789474,0.7475473726649629,0.6656716417910447,0.0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0
No,0,0.19444444444444442,0.33034825870646767,0.08181975536579737,0.08424561403508773,0.5085337992205339,0.33034825870646767,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
No,0,0.4861111111111111,0.8059701492537313,0.4054004154165705,0.40628654970760236,0.5766698024459068,0.8059701492537312,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0
No,0,0.013888888888888888,0.25920398009950246,0.002942534041080083,0.005181286549707603,0.4983873135331263,0.2592039800995024,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
No,0,0.40277777777777773,0.7557213930348259,0.2987306715901223,0.3195087719298246,0.33147426421179826,0.7557213930348258,0.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0
No,0,0.8888888888888888,0.6268656716417911,0.6402896376644357,0.608187134502924,0.9923397392823536,0.6268656716417909,0.0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0
No,0,0.5416666666666666,0.8129353233830846,0.4325640433879529,0.45591228070175444,0.32280607445235754,0.8129353233830845,0.0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0
No,1,0.5555555555555556,0.7293532338308457,0.4217401338564505,0.42830409356725146,0.5139766160462292,0.7293532338308457,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
Yes,0,0.5555555555555556,0.8582089552238806,0.46365681975536577,0.48888888888888893,0.3060072570890999,0.8582089552238804,1.0,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0
Yes,1,0.15277777777777776,0.763681592039801,0.1271059312254789,0.12222222222222223,0.5995833893293901,0.7636815920398009,1.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0
No,0,0.08333333333333333,0.31940298507462683,0.03412762520193861,0.035333333333333335,0.5151189356269309,0.31940298507462694,0.0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
No,0,0.41666666666666663,0.46019900497512434,0.21574544195707362,0.22631578947368422,0.435828517672355,0.46019900497512434,0.0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
No,0,0.375,0.011442786069651711,0.05896607431340872,0.06126315789473684,0.50645074586749,0.01144278606965174,0.0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0
No,1,0.9722222222222222,0.8611940298507462,0.8412358642972536,0.8580116959064328,0.4620346727590366,0.8611940298507462,0.0,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,1,0
No,0,0.7916666666666666,0.9069651741293533,0.7193514885760443,0.7293333333333334,0.5210993146082501,0.9069651741293533,0.0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0
No,0,0.8055555555555555,0.3189054726368159,0.3299965381952458,0.34121637426900586,0.44617658916812236,0.3189054726368158,0.0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
No,0,0.2222222222222222,0.5288557213930348,0.1376990537733672,0.13361403508771932,0.5920575191506505,0.5288557213930348,0.0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
No,0,0.9583333333333333,0.9726368159203981,0.9420782367874453,0.936140350877193,0.7387447923666168,0.9726368159203976,0.0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0
Yes,0,0.013888888888888888,0.015920398009950265,0.00012116316639741503,0.002321637426900585,0.4983873135331263,0.015920398009950265,1.0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0
Yes,0,0.013888888888888888,0.8109452736318408,0.009341103161781675,0.011666666666666667,0.4983873135331263,0.8109452736318408,1.0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0
No,1,0.4444444444444444,0.7532338308457711,0.32802330948534497,0.35162573099415206,0.3035882273887906,0.7532338308457711,0.0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1
No,0,0.2222222222222222,0.7218905472636815,0.1642510962381722,0.16991812865497077,0.484141916409084,0.7218905472636814,0.0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
Yes,0,0.6805555555555555,0.6577114427860695,0.46625317332102467,0.4834093567251462,0.3992070958204537,0.6577114427860695,1.0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0
No,0,0.986111111111111,0.3980099502487562,0.4762404800369259,0.4837134502923977,0.512027953232091,0.3980099502487562,0.0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0
No,0,0.4583333333333333,0.8885572139303483,0.41849757673667204,0.41510526315789475,0.627872597769116,0.8885572139303483,0.0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0
No,0,0.1388888888888889,0.01691542288557213,0.01949573044080314,0.023333333333333334,0.4825964252116642,0.01691542288557213,0.0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0
Yes,0,0.29166666666666663,0.9248756218905473,0.26520886222017076,0.2731228070175439,0.4740626259911288,0.9248756218905471,1.0,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0
Yes,0,0.5138888888888888,0.218407960199005,0.1650126932840988,0.17396491228070177,0.4465125655153866,0.21840796019900496,1.0,1,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
No,1,0.3611111111111111,0.672139303482587,0.25096353565658897,0.26091228070175443,0.4484612283295252,0.672139303482587,0.0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
No,0,0.6944444444444444,0.1706467661691542,0.19964228017539812,0.20701754385964913,0.4700309098239476,0.17064676616915422,0.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1
Yes,0,0.09722222222222221,0.553233830845771,0.05682552504038773,0.060461988304093564,0.49072705281548096,0.553233830845771,1.0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
No,0,0.8472222222222222,0.6950248756218904,0.6355815831987076,0.6285497076023392,0.7035344711732292,0.6950248756218904,0.0,0,1,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1
Yes,0,0.20833333333333331,0.8268656716417909,0.17714631894761138,0.17780701754385966,0.543676925144469,0.8268656716417909,1.0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0
No,0,0.3611111111111111,0.2741293532338308,0.13018693745672744,0.13927485380116958,0.4395242574922717,0.2741293532338308,0.0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
No,0,1.0,0.7601990049751244,0.7764308792984076,0.7970526315789475,0.4077408950409884,0.7601990049751243,0.0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0
No,0,0.611111111111111,0.02238805970149252,0.0976517424417263,0.10549707602339181,0.44873000940733676,0.022388059701492546,0.0,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
No,0,0.9166666666666666,0.7079601990049752,0.6875259635356565,0.6901052631578948,0.6011960757962618,0.7079601990049751,0.0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Yes,0,0.027777777777777776,0.6766169154228856,0.01879183014078006,0.02017543859649123,0.5106840478430309,0.6766169154228855,1.0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0
No,1,0.611111111111111,0.56318407960199,0.3749423032540965,0.38519298245614036,0.4643193119204406,0.56318407960199,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0
Yes,0,0.16666666666666666,0.7114427860696517,0.11927071313177938,0.12596491228070175,0.46532724096223543,0.7114427860696516,1.0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
No,1,0.9583333333333333,0.9124378109452737,0.878773367182091,0.8873157894736843,0.5624916005913172,0.9124378109452734,0.0,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0
Yes,0,0.013888888888888888,0.6164179104477612,0.0070851603969536115,0.009380116959064329,0.4983873135331263,0.6164179104477611,1.0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Yes,0,0.041666666666666664,0.015920398009950265,0.0051869374567274406,0.0069649122807017546,0.5040317161671809,0.015920398009950265,1.0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1
No,0,0.027777777777777776,0.717412935323383,0.019813062543272558,0.021134502923976606,0.5115575863459203,0.7174129353233829,0.0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
No,1,0.375,0.6786069651741293,0.27489614585737365,0.273,0.5882945840612812,0.6786069651741293,0.0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
No,0,0.3611111111111111,0.020398009950248763,0.05682552504038773,0.061730994152046796,0.4761456793441731,0.020398009950248763,0.0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0
No,1,0.5416666666666666,0.8258706467661691,0.45353681052388645,0.4618421052631579,0.49892487568875066,0.8258706467661691,0.0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0
Yes,0,0.3472222222222222,0.7606965174129353,0.27040156935148857,0.27690058479532165,0.4911302244321989,0.7606965174129352,1.0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
Yes,0,0.013888888888888888,0.5238805970149254,0.006012000923147936,0.008292397660818714,0.4983873135331263,0.5238805970149254,1.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Yes,0,0.3055555555555555,0.3577114427860697,0.13084468036002772,0.1394619883040936,0.44503426958742004,0.3577114427860697,1.0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
No,0,1.0,0.9616915422885571,0.9782944841910918,0.9675789473684212,0.7992877301437963,0.9616915422885571,0.0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0
No,0,0.3333333333333333,0.012935323383084563,0.052088622201707825,0.054877192982456156,0.49973121892218686,0.01293532338308459,0.0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0
No,0,0.2638888888888889,0.6825870646766168,0.17835218093699517,0.193,0.3831474264211794,0.6825870646766168,0.0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
No,0,0.986111111111111,0.07064676616915422,0.2110258481421648,0.21050877192982456,0.5624916005913172,0.07064676616915425,0.0,1,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0
No,1,0.4583333333333333,0.9119402985074626,0.42417493653357946,0.4241754385964912,0.5897728799892472,0.9119402985074626,0.0,1,1,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0
No,0,0.041666666666666664,0.01691542288557213,0.004523424878836834,0.007,0.4959010885633642,0.01691542288557213,0.0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1
No,0,0.6527777777777778,0.6860696517412935,0.4614181860143088,0.4793450292397662,0.389598172288669,0.6860696517412934,0.0,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
No,0,0.861111111111111,0.8945273631840797,0.7854661897069005,0.7842456140350877,0.6601263271065699,0.8945273631840794,0.0,1,1,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1
No,0,0.986111111111111,0.9756218905472637,0.9566985921993999,0.9657660818713449,0.5686063701115431,0.9756218905472634,0.0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0
No,1,0.09722222222222221,0.7039800995024875,0.06769559196861298,0.0728654970760234,0.4748017739551127,0.7039800995024875,0.0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
No,0,0.375,0.5587064676616916,0.22542695591968614,0.23494736842105263,0.4494019621018667,0.5587064676616915,0.0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
No,0,0.027777777777777776,0.01791044776119402,0.0017193630279252253,0.004690058479532164,0.4897863190431384,0.01791044776119402,0.0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1
No,0,0.3472222222222222,0.16716417910447756,0.09527463651050082,0.10248538011695905,0.4556511221609991,0.1671641791044776,0.0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
No,1,0.41666666666666663,0.5621890547263682,0.24146088160627743,0.262280701754386,0.3220669264883746,0.562189054726368,0.0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0
Yes,1,0.8055555555555555,0.8681592039800995,0.713904915762751,0.715672514619883,0.6146351296868691,0.8681592039800995,1.0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,1,1,0,0
Yes,0,0.1388888888888889,0.6666666666666666,0.09652665589660743,0.09970760233918129,0.502150248622496,0.6666666666666666,1.0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
No,0,0.125,0.5666666666666667,0.07097276713593355,0.07915789473684212,0.4406665770729731,0.5666666666666667,0.0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Yes,1,0.08333333333333333,0.6577114427860695,0.052630971613201016,0.05919298245614035,0.4564574653944353,0.6577114427860695,1.0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
No,0,0.9583333333333333,0.6587064676616915,0.6727209785368106,0.6815263157894738,0.5273484746673827,0.6587064676616915,0.0,0,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
No,1,0.9166666666666666,0.8373134328358208,0.744639972305562,0.7904561403508773,0.11329122429780841,0.8373134328358208,0.0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0
