Churn,customer_SeniorCitizen,customer_tenure,account_Charges_Monthly,account_Charges_Total,check_total,diff_total,account_Charges_day,churn_bin,customer_gender_Male,customer_Partner_Yes,customer_Dependents_Yes,phone_PhoneService_Yes,phone_MultipleLines_No phone service,phone_MultipleLines_Yes,internet_InternetService_Fiber optic,internet_InternetService_No,internet_OnlineSecurity_No internet service,internet_OnlineSecurity_Yes,internet_OnlineBackup_No internet service,internet_OnlineBackup_Yes,internet_DeviceProtection_No internet service,internet_DeviceProtection_Yes,internet_TechSupport_No internet service,internet_TechSupport_Yes,internet_StreamingTV_No internet service,internet_StreamingTV_Yes,internet_StreamingMovies_No internet service,internet_StreamingMovies_Yes,account_Contract_One year,account_Contract_Two year,account_PaperlessBilling_Yes,account_PaymentMethod_Credit Card Automatic,account_PaymentMethod_Electronic Check,account_PaymentMethod_Mailed Check
No,0,54,20.4,1090.6,1101.6,-11.0,0.6799999999999999,0.0,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False
No,0,26,19.6,471.85,509.6,-37.75,0.6533333333333334,0.0,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False
No,0,69,19.7,1396.9,1359.3,37.600000000000136,0.6566666666666666,0.0,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False
,0,11,79.0,929.3,869.0,60.29999999999996,2.6333333333333333,,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
No,0,37,91.2,3247.55,3374.4,-126.84999999999992,3.04,0.0,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False,False
No,0,49,20.45,900.9,1002.05,-101.14999999999998,0.6816666666666666,0.0,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False
No,0,66,115.8,7942.15,7642.8,299.34999999999945,3.86,0.0,True,True,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,False,False
No,0,67,20.55,1343.4,1376.85,-33.450000000000045,0.685,0.0,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False
No,0,20,39.4,825.4,788.0,37.39999999999998,1.3133333333333332,0.0,True,True,True,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,True,True,False,False
No,0,43,25.1,1070.15,1079.3,-9.149999999999864,0.8366666666666667,0.0,False,False,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,True,False
No,0,55,89.8,4959.6,4939.0,20.600000000000364,2.993333333333333,0.0,False,True,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
No,0,59,94.75,5597.65,5590.25,7.399999999999636,3.158333333333333,0.0,False,True,False,True,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False
No,0,12,20.3,224.5,243.6,-19.100000000000023,0.6766666666666666,0.0,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False
No,0,27,75.75,1929.0,2045.25,-116.25,2.525,0.0,True,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Yes,1,2,49.25,91.1,98.5,-7.400000000000006,1.6416666666666666,1.0,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
No,0,27,78.2,2078.95,2111.4,-32.45000000000027,2.606666666666667,0.0,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,False,False,True
No,0,25,25.5,630.6,637.5,-6.899999999999977,0.85,0.0,True,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False
No,0,25,61.6,1611.0,1540.0,71.0,2.053333333333333,0.0,True,True,True,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False
No,0,29,45.0,1242.45,1305.0,-62.54999999999996,1.5,0.0,True,False,True,False,True,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,True
No,0,72,85.15,6316.2,6130.8,185.39999999999964,2.8383333333333334,0.0,True,True,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False
No,0,14,51.45,727.85,720.3000000000001,7.549999999999954,1.715,0.0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
No,0,35,99.25,3532.0,3473.75,58.25,3.308333333333333,0.0,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,True,False,True,False
No,0,1,44.3,44.3,44.3,0.0,1.4766666666666666,0.0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
No,0,29,94.2,2607.6,2731.8,-124.20000000000029,3.14,0.0,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False
No,0,64,81.25,5567.55,5200.0,367.5500000000002,2.708333333333333,0.0,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,False
No,0,39,99.95,3767.4,3898.05,-130.6500000000001,3.3316666666666666,0.0,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,True,False,False
No,1,40,91.55,3673.6,3662.0,11.599999999999907,3.0516666666666667,0.0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False
Yes,0,40,104.5,4036.85,4180.0,-143.1500000000001,3.4833333333333334,1.0,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,True,False,False
Yes,1,11,95.0,1120.3,1045.0,75.29999999999995,3.1666666666666665,1.0,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False
No,0,6,50.35,314.55,302.1,12.449999999999989,1.6783333333333337,0.0,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
No,0,30,64.5,1888.45,1935.0,-46.54999999999996,2.15,0.0,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True
No,0,27,19.4,529.8,523.8,6.0,0.6466666666666666,0.0,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False
No,1,70,104.8,7308.95,7336.0,-27.050000000000185,3.493333333333333,0.0,True,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,True,False,True,False
No,0,57,109.4,6252.7,6235.8,16.899999999999636,3.646666666666667,0.0,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,True,False,False,False
No,0,58,50.3,2878.55,2917.4,-38.849999999999454,1.6766666666666663,0.0,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
No,0,16,71.4,1212.1,1142.4,69.69999999999982,2.3800000000000003,0.0,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False
No,0,69,116.0,8182.85,8004.0,178.85000000000036,3.866666666666666,0.0,False,True,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,True,False
Yes,0,1,19.85,19.85,19.85,0.0,0.6616666666666667,1.0,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False
Yes,0,1,99.75,99.75,99.75,0.0,3.325,1.0,True,False,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False
No,1,32,93.95,2861.45,3006.4,-144.95000000000027,3.131666666666667,0.0,True,True,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,True
No,0,16,90.8,1442.2,1452.8,-10.599999999999907,3.0266666666666664,0.0,True,True,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False
Yes,0,49,84.35,4059.35,4133.15,-73.79999999999973,2.8116666666666665,1.0,True,True,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,False,False,True,False
No,0,71,58.25,4145.9,4135.75,10.149999999999636,1.9416666666666669,0.0,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False
No,0,33,107.55,3645.5,3549.15,96.34999999999992,3.585,0.0,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True,False
No,0,10,19.95,187.75,199.5,-11.75,0.6649999999999999,0.0,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False
Yes,0,21,111.2,2317.1,2335.2000000000003,-18.100000000000364,3.7066666666666666,1.0,True,True,False,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False
Yes,0,37,40.2,1448.8,1487.4,-38.600000000000136,1.34,1.0,True,True,True,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
No,1,26,85.8,2193.65,2230.8,-37.14999999999964,2.86,0.0,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False
,0,71,19.9,1355.1,1412.9,-57.79999999999996,0.6633333333333333,,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,True,False,False
No,0,50,35.4,1748.9,1770.0,-21.09999999999991,1.18,0.0,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True
Yes,0,7,73.85,511.25,516.9499999999999,-5.699999999999932,2.4616666666666664,1.0,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
No,0,61,88.1,5526.75,5374.099999999999,152.65000000000057,2.9366666666666665,0.0,False,True,True,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True
Yes,0,15,101.35,1553.95,1520.25,33.700000000000045,3.378333333333333,1.0,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False,True,False
No,0,26,45.8,1147.0,1190.8,-43.79999999999996,1.5266666666666666,0.0,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True
No,0,72,94.65,6747.35,6814.8,-67.44999999999982,3.155,0.0,True,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False
No,0,44,20.5,865.05,902.0,-36.950000000000045,0.6833333333333333,0.0,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False
No,0,66,89.4,5976.9,5900.400000000001,76.49999999999909,2.98,0.0,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
Yes,0,2,86.25,181.65,172.5,9.150000000000006,2.875,1.0,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False
No,1,44,74.85,3268.05,3293.4,-25.34999999999945,2.495,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,False,False,False,False
Yes,0,12,89.75,1052.4,1077.0,-24.59999999999991,2.9916666666666667,1.0,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False
No,1,69,109.95,7634.25,7586.55,47.69999999999982,3.665,0.0,True,True,False,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,True,False
Yes,0,1,80.2,80.2,80.2,0.0,2.6733333333333333,1.0,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
Yes,0,3,19.85,63.75,59.55,4.199999999999996,0.6616666666666667,1.0,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True
No,0,2,90.35,190.5,180.7,9.800000000000011,3.0116666666666663,0.0,False,True,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
No,1,27,86.45,2401.05,2334.15,66.90000000000009,2.881666666666667,0.0,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False
No,0,26,20.3,511.25,527.8000000000001,-16.550000000000068,0.6766666666666666,0.0,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False
No,1,39,101.25,3949.15,3948.75,0.4000000000000909,3.375,0.0,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False
Yes,0,25,94.7,2362.1,2367.5,-5.400000000000091,3.1566666666666667,1.0,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False
Yes,0,1,70.9,70.9,70.9,0.0,2.3633333333333337,1.0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
,0,29,58.75,1696.2,1703.75,-7.549999999999954,1.9583333333333333,,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False,True,False
Yes,0,22,54.2,1152.7,1192.4,-39.700000000000045,1.8066666666666669,1.0,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
,1,5,59.9,287.85,299.5,-11.649999999999975,1.9966666666666664,,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
No,0,72,114.9,8496.7,8272.800000000001,223.89999999999964,3.83,0.0,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,True,False
No,0,24,19.55,470.2,469.2000000000001,0.9999999999999432,0.6516666666666667,0.0,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False
No,0,19,86.85,1564.4,1650.15,-85.74999999999977,2.895,0.0,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
No,0,71,25.35,1847.55,1799.85,47.69999999999982,0.8450000000000001,0.0,True,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False
No,1,33,109.9,3694.7,3626.7,67.99999999999955,3.6633333333333336,0.0,True,True,False,True,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False
No,0,3,19.95,58.0,59.85,-1.8499999999999943,0.6649999999999999,0.0,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True
No,0,47,87.2,4017.45,4098.400000000001,-80.95000000000073,2.9066666666666667,0.0,True,True,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
No,0,62,108.15,6825.65,6705.3,120.34999999999944,3.605,0.0,True,True,True,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True
No,0,71,116.3,8309.55,8257.3,52.25,3.8766666666666665,0.0,True,False,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,True,False,False,False
No,1,7,89.0,605.45,623.0,-17.549999999999955,2.966666666666667,0.0,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False
No,0,27,74.4,1972.35,2008.8,-36.45000000000027,2.48,0.0,False,True,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
No,0,2,20.05,33.7,40.1,-6.399999999999999,0.6683333333333333,0.0,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True
No,0,25,35.05,844.45,876.2499999999999,-31.79999999999984,1.1683333333333332,0.0,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
No,1,30,74.75,2111.3,2242.5,-131.19999999999982,2.4916666666666667,0.0,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False
Yes,1,58,105.5,6205.5,6119.0,86.5,3.5166666666666666,1.0,False,True,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,True,True,False,True,True,False,False
Yes,0,10,85.25,855.3,852.5,2.7999999999999545,2.841666666666667,1.0,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
No,0,9,75.2,633.85,676.8000000000001,-42.950000000000045,2.506666666666667,0.0,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
Yes,1,6,84.35,474.9,506.1,-31.19999999999999,2.8116666666666665,1.0,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
No,0,69,84.45,5848.6,5827.05,21.550000000000185,2.815,0.0,False,True,True,True,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
No,1,66,102.4,6471.85,6758.400000000001,-286.5500000000002,3.4133333333333336,0.0,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,True,False,False,False
Yes,0,70,115.55,8127.6,8088.5,39.10000000000037,3.8516666666666666,1.0,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,True,False,False
Yes,0,25,25.3,676.35,632.5,43.85000000000002,0.8433333333333334,1.0,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False
No,0,46,19.25,864.2,885.5,-21.299999999999955,0.6416666666666667,0.0,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True
No,0,54,114.65,6049.5,6191.1,-141.60000000000036,3.8216666666666654,0.0,False,True,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,True,False,False,True
Yes,0,15,105.1,1582.75,1576.5,6.25,3.503333333333333,1.0,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False
No,0,12,19.4,198.1,232.8,-34.69999999999999,0.6466666666666666,0.0,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False
No,0,22,50.35,1098.85,1107.7,-8.850000000000136,1.6783333333333337,0.0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False
No,0,70,57.8,4039.3,4046.0,-6.699999999999818,1.9266666666666663,0.0,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False
No,0,30,84.3,2438.6,2529.0,-90.40000000000008,2.81,0.0,True,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False
No,0,71,100.55,7113.75,7139.05,-25.300000000000185,3.3516666666666666,0.0,True,True,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,False,False,False
No,0,30,19.8,576.65,594.0,-17.350000000000023,0.66,0.0,True,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False
Yes,0,4,84.8,371.9,339.2,32.69999999999999,2.8266666666666667,1.0,True,True,True,True,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False
Yes,0,2,85.85,167.3,171.7,-4.399999999999977,2.8616666666666664,1.0,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False
No,0,10,19.95,219.5,199.5,20.0,0.6649999999999999,0.0,True,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False
No,1,4,75.35,273.4,301.4,-28.0,2.5116666666666663,0.0,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
No,1,52,48.8,2555.05,2537.6,17.450000000000273,1.6266666666666665,0.0,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,False
Yes,0,5,47.15,223.15,235.75,-12.599999999999994,1.5716666666666663,1.0,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
No,0,8,20.15,165.5,161.2,4.300000000000011,0.6716666666666666,0.0,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True
No,1,2,44.3,89.3,88.6,0.7000000000000028,1.4766666666666666,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
No,0,3,84.3,235.05,252.9,-17.849999999999966,2.81,0.0,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
No,0,19,59.55,1144.6,1131.45,13.149999999999864,1.985,0.0,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False
No,0,72,69.65,4908.25,5014.8,-106.55000000000018,2.3216666666666668,0.0,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False
No,1,63,36.1,2298.9,2274.3,24.59999999999991,1.2033333333333334,0.0,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
No,0,66,56.6,3789.2,3735.6,53.59999999999991,1.8866666666666667,0.0,True,True,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,False
